date,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,symbol
2022-04-29,2790.0,2874.24,2254.7301,2282.19,114.1095,37720682.0,0.0,GOOGL
2022-03-31,2697.57,2875.87,2505.5,2781.35,139.0675,36383218.0,0.0,GOOGL
2022-02-28,2751.89,3030.9315,2499.065,2701.14,135.057,46381207.0,0.0,GOOGL
2022-01-31,2901.1,2929.6978,2490.0,2706.07,135.3035,38092594.0,0.0,GOOGL
2021-12-31,2880.0,2982.0,2786.42,2897.04,144.852,30992881.0,0.0,GOOGL
2021-11-30,2960.92,3019.33,2832.03,2837.95,141.8975,30278875.0,0.0,GOOGL
2021-10-29,2688.95,2973.0,2621.0,2960.92,148.046,36040000.0,0.0,GOOGL
2021-09-30,2900.0,2925.075,2671.12,2673.52,133.676,29545719.0,0.0,GOOGL
2021-08-31,2702.34,2919.41,2666.39,2893.95,144.6975,23041294.0,0.0,GOOGL
2021-07-30,2434.5,2765.94,2430.63,2694.53,134.7265,30452492.0,0.0,GOOGL
2021-06-30,2374.44,2461.91,2329.52,2441.79,122.0895,27241174.0,0.0,GOOGL
2021-05-28,2364.91,2389.05,2193.62,2356.85,117.8425,30175239.0,0.0,GOOGL
2021-04-30,2092.25,2431.38,2091.43,2353.5,117.675,35119920.0,0.0,GOOGL
2021-03-31,2048.0,2113.74,1994.0,2062.52,103.126,37837953.0,0.0,GOOGL
2021-02-26,1844.585,2145.14,1844.585,2021.91,101.0955,33609952.0,0.0,GOOGL
2021-01-29,1760.0,1932.08,1696.1014,1827.36,91.368,39569373.0,0.0,GOOGL
2020-12-31,1766.655,1843.83,1694.0,1752.64,87.632,30424255.0,0.0,GOOGL
2020-11-30,1623.54,1816.89,1612.108,1754.4,87.72,31560329.0,0.0,GOOGL
2020-10-30,1483.6608,1681.315,1433.23,1616.11,80.8055,42753029.0,0.0,GOOGL
2020-09-30,1632.16,1726.1022,1402.15,1465.6,73.28,41834280.0,0.0,GOOGL
2020-08-31,1491.0,1652.79,1464.03,1629.53,81.4765,30731651.0,0.0,GOOGL
2020-07-31,1419.17,1587.05,1414.18,1487.95,74.3975,41090608.0,0.0,GOOGL
2020-06-30,1425.7,1475.79,1351.65,1418.05,70.9025,40715938.0,0.0,GOOGL
2020-05-29,1324.09,1445.11,1296.01,1433.52,71.676,36255952.0,0.0,GOOGL
2020-04-30,1124.0,1360.15,1075.08,1346.7,67.335,56214524.0,0.0,GOOGL
2020-03-31,1351.39,1408.19,1008.87,1161.95,58.0975,78534591.0,0.0,GOOGL
2020-02-28,1461.65,1530.74,1268.21,1339.25,66.9625,41565155.0,0.0,GOOGL
2020-01-31,1348.41,1500.58,1346.49,1432.78,71.639,33629150.0,0.0,GOOGL
2019-12-31,1302.56,1367.05,1277.05,1339.39,66.9695,28279817.0,0.0,GOOGL
2019-11-29,1265.8,1333.92,1259.71,1304.09,65.2045,26359574.0,0.0,GOOGL
2019-10-31,1222.49,1299.24,1163.14,1258.8,62.94,30611918.0,0.0,GOOGL
2019-09-30,1181.85,1248.02,1163.71,1221.14,61.057,26274335.0,0.0,GOOGL
2019-08-30,1217.63,1236.3,1142.75,1190.53,59.5265,29345892.0,0.0,GOOGL
2019-07-31,1101.04,1268.39,1095.33,1218.2,60.91,35763639.0,0.0,GOOGL
2019-06-28,1066.93,1126.57,1027.03,1082.8,54.14,35623822.0,0.0,GOOGL
2019-05-31,1197.5,1199.25,1103.35,1106.5,55.325,37137156.0,0.0,GOOGL
2019-04-30,1187.54,1296.97,1183.0,1198.96,59.948,32374805.0,0.0,GOOGL
2019-03-29,1131.0,1236.44,1130.2,1176.89,58.8445,33186195.0,0.0,GOOGL
2019-02-28,1122.29,1154.0,1093.59,1126.55,56.3275,32610016.0,0.0,GOOGL
2019-01-31,1027.2,1127.67,1022.37,1125.89,56.2945,34860110.0,0.0,GOOGL
2018-12-31,1132.16,1135.0,977.66,1044.96,52.248,42869863.0,0.0,GOOGL
2018-11-30,1091.4,1109.93,1002.21,1109.65,55.4825,39313400.0,0.0,GOOGL
2018-10-31,1213.0,1224.52,1007.2,1090.58,54.529,56549878.0,0.0,GOOGL
2018-09-28,1222.52,1227.87,1151.5,1207.08,60.354,35927191.0,0.0,GOOGL
2018-08-31,1239.11,1271.96,1204.0,1231.8,61.59,34298428.0,0.0,GOOGL
2018-07-31,1115.35,1291.44,1106.6,1227.22,61.361,41806085.0,0.0,GOOGL
2018-06-29,1112.87,1201.49,1106.07,1129.19,56.4595,40184605.0,0.0,GOOGL
2018-05-31,1016.3,1118.15,1007.89,1100.0,55.0,37036543.0,0.0,GOOGL
2018-04-30,1027.62,1097.51,994.25,1018.58,50.929,49252199.0,0.0,GOOGL
2018-03-29,1109.54,1178.16,984.0,1037.14,51.857,50738448.0,0.0,GOOGL
2018-02-28,1175.99,1187.45,997.0,1103.92,55.196,48581820.0,0.0,GOOGL
2018-01-31,1053.02,1198.0,1053.02,1182.22,59.111,31746835.0,0.0,GOOGL
2017-12-29,1030.41,1086.49,1002.32,1053.4,52.67,29093692.0,0.0,GOOGL
2017-11-30,1036.32,1080.0,1028.66,1036.17,51.8085,27895294.0,0.0,GOOGL
2017-10-31,975.65,1063.62,961.95,1033.04,51.652,35135039.0,0.0,GOOGL
2017-09-29,957.47,975.81,924.5101,973.72,48.686,28940676.0,0.0,GOOGL
2017-08-31,947.81,957.195,918.6,955.24,47.762,31859046.0,0.0,GOOGL
2017-07-31,933.22,1006.19,915.31,945.5,47.275,40338583.0,0.0,GOOGL
2017-06-30,990.96,1008.61,929.6,929.68,46.484,43247076.0,0.0,GOOGL
2017-05-31,924.15,999.6,920.8,987.09,49.3545,34853054.0,0.0,GOOGL
2017-04-28,848.75,935.9,834.6,924.52,46.226,24344962.0,0.0,GOOGL
2017-03-31,851.38,874.42,824.3,847.8,42.39,34553208.0,0.0,GOOGL
2017-02-28,824.0,853.79,812.051,844.93,42.2465,26492197.0,0.0,GOOGL
2017-01-31,800.62,867.0,796.89,820.19,41.0095,36840255.0,0.0,GOOGL
2016-12-30,778.55,824.3,753.36,792.45,39.6225,34356689.0,0.0,GOOGL
2016-11-30,810.87,816.04,743.59,775.88,38.794,48353316.0,0.0,GOOGL
2016-10-31,802.55,839.0,796.23,809.9,40.495,35391730.0,0.0,GOOGL
2016-09-30,791.98,819.06,783.5,804.06,40.203,31576994.0,0.0,GOOGL
2016-08-31,786.67,813.879,785.04,789.85,39.4925,28857075.0,0.0,GOOGL
2016-07-29,705.1,803.94,699.0,791.34,39.567,32667502.0,0.0,GOOGL
2016-06-30,748.47,751.37,672.66,703.53,35.1765,41979195.0,0.0,GOOGL
2016-05-31,711.92,753.48,704.05,748.85,37.4425,34108232.0,0.0,GOOGL
2016-04-29,757.16,790.95,703.2,707.88,35.394,46661769.0,0.0,GOOGL
2016-03-31,721.3,777.31,704.0,762.9,38.145,42564849.0,0.0,GOOGL
2016-02-29,771.26,810.35,682.01,717.22,35.861,67647477.0,0.0,GOOGL
2016-01-29,762.2,769.2,687.78,761.35,38.0675,51999240.0,0.0,GOOGL
2015-12-31,766.94,798.69,736.26,778.01,38.9005,43650531.0,0.0,GOOGL
2015-11-30,737.88,782.9,731.45,762.85,38.1425,37574197.0,0.0,GOOGL
2015-10-30,637.94,752.5,631.115,737.39,36.8695,50293840.0,0.0,GOOGL
2015-09-30,633.66,681.99,617.84,637.2,31.86,43458108.0,0.0,GOOGL
2015-08-31,657.66,704.0,593.09,647.82,32.391,55344735.0,0.0,GOOGL
2015-07-31,543.66,713.33,539.76,657.5,32.875,68543766.0,0.0,GOOGL
2015-06-30,548.73,565.61,538.8506,540.04,27.002,35218182.0,0.0,GOOGL
2015-05-29,550.51,558.24,532.235,545.32,27.266,32421761.0,0.0,GOOGL
2015-04-30,554.83,584.7,529.0,548.77,27.4385,43746541.0,0.0,GOOGL
2015-03-31,567.0,583.2,550.33,554.7,27.735,43207344.0,0.0,GOOGL
2015-02-27,534.32,569.42,521.72,562.63,28.1315,40420326.0,0.0,GOOGL
2015-01-30,532.6,545.41,490.91,537.55,26.8775,52843510.0,0.0,GOOGL
2014-12-31,545.09,548.79,497.19,530.66,26.533,54469614.0,0.0,GOOGL
2014-11-28,563.53,567.15,539.19,549.08,27.454,29775322.0,0.0,GOOGL
2014-10-31,586.8,592.4,518.41,567.87,28.3935,55503010.0,0.0,GOOGL
2014-09-30,582.95,605.4,577.01,588.41,29.4205,35413703.0,0.0,GOOGL
2014-08-29,578.555,597.81,567.45,582.36,29.118,29046600.0,0.0,GOOGL
2014-07-31,587.65,608.91,572.1001,579.55,28.9775,38583300.0,0.0,GOOGL
2014-06-30,569.75,589.6,547.47,584.67,29.2335,39445800.0,0.0,GOOGL
2014-05-30,534.25,577.66,511.09,571.65,28.5825,41456800.0,0.0,GOOGL
2014-04-30,1120.27,1144.8,511.0,534.88,26.744,68887600.0,567.9717,GOOGL
2014-03-31,1206.75,1226.99,1102.1,1114.51,27.949,87224100.0,0.0,GOOGL
2014-02-28,1179.2,1228.88,1128.02,1215.65,30.4854,81010500.0,0.0,GOOGL
2014-01-31,1115.46,1186.54,1082.27,1180.97,29.6157,108913300.0,0.0,GOOGL
2013-12-31,1063.51,1121.0,1049.02,1120.71,28.1045,67617600.0,0.0,GOOGL
2013-11-29,1031.79,1068.0,1005.0,1059.59,26.5718,52459700.0,0.0,GOOGL
2013-10-31,880.25,1041.52,842.98,1030.58,25.8443,110337300.0,0.0,GOOGL
2013-09-30,854.36,905.99,853.95,875.91,21.9656,66180000.0,0.0,GOOGL
2013-08-30,895.0,909.709,845.56,846.9,21.2381,66906000.0,0.0,GOOGL
2013-07-31,886.45,928.0,875.61,887.75,22.2625,102387300.0,0.0,GOOGL
2013-06-28,873.0,910.84,847.22,880.37,22.0774,97063000.0,0.0,GOOGL
2013-05-31,823.26,920.6,816.36,871.218,21.8479,98734600.0,0.0,GOOGL
2013-04-30,795.01,827.64,761.2601,824.57,20.6781,106996300.0,0.0,GOOGL
2013-03-28,797.8,844.0,793.3,794.188,19.9162,85011800.0,0.0,GOOGL
2013-02-28,758.2,808.97,758.1,801.2,20.092,92587100.0,0.0,GOOGL
2013-01-31,719.42,760.95,695.52,755.69,18.9507,104704600.0,0.0,GOOGL
2012-12-31,702.24,738.28,682.3301,707.38,17.7393,83306700.0,0.0,GOOGL
2012-11-30,679.5,699.22,636.0,698.37,17.5133,93264000.0,0.0,GOOGL
2012-10-31,759.05,774.38,669.7,680.2976,17.0601,143452800.0,0.0,GOOGL
2012-09-28,684.55,764.89,673.5,754.5,18.9209,120233800.0,0.0,GOOGL
2012-08-31,637.3,688.99,623.41,685.09,17.1803,94031300.0,0.0,GOOGL
2012-07-31,581.82,642.6,562.09,632.97,15.8732,102469600.0,0.0,GOOGL
2012-06-29,571.79,587.89,556.5201,580.07,14.5467,92914500.0,0.0,GOOGL
2012-05-31,603.79,637.85,579.0,580.86,14.5665,117228000.0,0.0,GOOGL
2012-04-30,640.77,653.14,590.2,604.85,15.1681,117636800.0,0.0,GOOGL
2012-03-30,622.26,658.589,593.84,641.24,16.0806,94564700.0,0.0,GOOGL
2012-02-29,584.94,625.6,579.14,618.25,15.5041,94633500.0,0.0,GOOGL
2012-01-31,652.94,670.25,564.55,580.11,14.5477,147136900.0,0.0,GOOGL
2011-12-30,600.0,646.76,599.0,645.9,16.1975,109983800.0,0.0,GOOGL
2011-11-30,580.1,618.3,561.33,599.39,15.0311,120479300.0,0.0,GOOGL
2011-10-31,509.85,602.7,480.596,592.64,14.8619,154275400.0,0.0,GOOGL
2011-09-30,540.75,558.52,510.5,515.04,12.9159,117140800.0,0.0,GOOGL
2011-08-31,611.22,615.5,490.86,540.96,13.5659,213336700.0,0.0,GOOGL
2011-07-29,506.74,627.4992,506.38,603.69,15.139,161948200.0,0.0,GOOGL
2011-06-30,528.04,533.1999,473.02,506.38,12.6987,118130800.0,0.0,GOOGL
2011-05-31,545.7,545.73,513.4,529.02,13.2665,90564200.0,0.0,GOOGL
2011-04-29,588.76,595.19,519.0,544.1,13.6446,140342000.0,0.0,GOOGL
2011-03-31,617.78,619.22,551.2801,586.76,14.7144,120156600.0,0.0,GOOGL
2011-02-28,604.49,631.18,601.35,613.4,15.3825,83653600.0,0.0,GOOGL
2011-01-31,596.48,642.96,595.55,600.36,15.0555,119847800.0,0.0,GOOGL
2010-12-31,563.0,607.0,562.4,593.97,14.8952,84484800.0,0.0,GOOGL
2010-11-30,615.73,630.85,553.31,555.71,13.9358,116766000.0,0.0,GOOGL
2010-10-29,530.0,624.74,518.8501,613.7,15.39,158536000.0,0.0,GOOGL
2010-09-30,454.98,536.849,452.5,525.79,13.1855,119281400.0,0.0,GOOGL
2010-08-31,488.99,508.6,447.65,450.02,11.2853,105603500.0,0.0,GOOGL
2010-07-30,445.29,497.5,433.63,484.85,12.1588,138480300.0,0.0,GOOGL
2010-06-30,480.43,509.25,444.72,444.95,11.1582,119605600.0,0.0,GOOGL
2010-05-28,526.5,532.92,460.0,485.63,12.1783,162958300.0,0.0,GOOGL
2010-04-30,571.35,597.84,521.03,525.695,13.1831,145974700.0,0.0,GOOGL
2010-03-31,529.2,588.275,527.74,567.12,14.2219,167380600.0,0.0,GOOGL
2010-02-26,534.602,547.5,520.0,526.8,13.2108,103963600.0,0.0,GOOGL
2010-01-29,626.95,629.51,525.61,529.944,13.2896,178021600.0,0.0,GOOGL
2009-12-31,588.13,625.99,579.18,619.98,15.5475,85154200.0,0.0,GOOGL
2009-11-30,537.08,587.0599,528.241,583.0,14.6201,81729700.0,0.0,GOOGL
2009-10-30,493.0,561.64,482.6,536.12,13.4445,154193500.0,0.0,GOOGL
2009-09-30,459.68,507.0,452.59,495.85,12.4346,102056300.0,0.0,GOOGL
2009-08-31,448.74,474.35,438.5605,461.67,11.5775,97378800.0,0.0,GOOGL
2009-07-31,424.2,452.7,395.9801,443.05,11.1105,145887200.0,0.0,GOOGL
2009-06-30,418.73,447.34,401.8901,421.59,10.5724,140780100.0,0.0,GOOGL
2009-05-29,395.03,417.2329,384.69,417.23,10.463,113955500.0,0.0,GOOGL
2009-04-30,343.78,403.75,340.61,395.97,9.9299,175489100.0,0.0,GOOGL
2009-03-31,333.33,359.16,289.45,348.06,8.7284,227721500.0,0.0,GOOGL
2009-02-27,334.27,381.0,329.55,337.99,8.4759,222946400.0,0.0,GOOGL
2009-01-30,308.5995,352.33,282.75,338.53,8.4895,219542700.0,0.0,GOOGL
2008-12-31,286.68,329.5,262.5801,307.65,7.7151,225787700.0,0.0,GOOGL
2008-11-28,357.58,372.36,247.3,292.96,7.3467,315749100.0,0.0,GOOGL
2008-10-31,411.15,416.98,309.44,359.36,9.0118,398191400.0,0.0,GOOGL
2008-09-30,476.77,482.18,380.71,400.52,10.044,267887800.0,0.0,GOOGL
2008-08-29,472.06,510.66,461.9,463.29,11.6181,137490300.0,0.0,GOOGL
2008-07-31,520.0,555.68,465.6005,473.75,11.8804,207962700.0,0.0,GOOGL
2008-06-30,582.5,588.04,515.09,526.42,13.2013,187380600.0,0.0,GOOGL
2008-05-30,578.31,602.45,537.81,585.8,14.6903,209055200.0,0.0,GOOGL
2008-04-30,447.74,584.86,441.0,574.29,14.4017,285802500.0,0.0,GOOGL
2008-03-31,471.51,472.72,412.11,440.47,11.0458,290938800.0,0.0,GOOGL
2008-02-29,528.67,541.04,446.85,471.18,11.816,354015500.0,0.0,GOOGL
2008-01-31,692.87,697.37,519.0,564.3,14.1512,315262000.0,0.0,GOOGL
2007-12-31,691.01,724.8,652.5,691.48,17.3405,170456500.0,0.0,GOOGL
2007-11-30,702.79,747.24,616.02,693.0,17.3786,342606600.0,0.0,GOOGL
2007-10-31,569.97,707.0,569.61,707.0,17.7297,310590000.0,0.0,GOOGL
2007-09-28,515.02,571.7899,510.88,567.27,14.2257,138687900.0,0.0,GOOGL
2007-08-31,510.5,526.82,480.46,515.25,12.9211,177222800.0,0.0,GOOGL
2007-07-31,525.49,558.58,498.88,510.0,12.7895,233027400.0,0.0,GOOGL
2007-06-29,501.0,534.99,497.59,522.7001,13.108,257837700.0,0.0,GOOGL
2007-05-31,472.19,508.78,457.41,497.909,12.4863,198963200.0,0.0,GOOGL
2007-04-30,457.76,492.5,452.12,471.38,11.821,185730000.0,0.0,GOOGL
2007-03-30,442.67,466.0,437.0,458.16,11.4895,235995600.0,0.0,GOOGL
2007-02-28,506.0,506.01,443.04,449.45,11.271,227599400.0,0.0,GOOGL
2007-01-31,466.0,513.0,461.11,501.5,12.5763,248923900.0,0.0,GOOGL
2006-12-29,485.98,492.4,452.3405,460.48,11.5476,183144000.0,0.0,GOOGL
2006-11-30,478.755,513.0,465.0615,484.81,12.1578,236642800.0,0.0,GOOGL
2006-10-31,401.9,491.96,398.19,476.39,11.9466,316709800.0,0.0,GOOGL
2006-09-29,380.995,418.69,376.72,401.9,10.0786,242858900.0,0.0,GOOGL
2006-08-31,385.11,390.0,363.36,378.53,9.4926,213728900.0,0.0,GOOGL
2006-07-31,420.04,427.89,377.69,386.6,9.6949,254787800.0,0.0,GOOGL
2006-06-30,373.54,419.33,371.6,419.33,10.5157,284475000.0,0.0,GOOGL
2006-05-31,417.85,419.44,360.57,371.82,9.3243,351526700.0,0.0,GOOGL
2006-04-28,389.75,450.72,387.93,417.94,10.4809,370257300.0,0.0,GOOGL
2006-03-31,369.0,399.0,331.55,390.0,9.7802,612913300.0,0.0,GOOGL
2006-02-28,389.86,406.5,337.83,362.62,9.0936,594453900.0,0.0,GOOGL
2006-01-31,422.52,475.11,394.74,432.6601,10.85,597481100.0,0.0,GOOGL
2005-12-30,409.2,446.21,399.01,414.86,10.4036,397165000.0,0.0,GOOGL
2005-11-30,371.86,431.24,369.01,404.9125,10.1542,422908000.0,0.0,GOOGL
2005-10-31,313.63,374.75,290.685,372.14,9.3323,385538000.0,0.0,GOOGL
2005-09-30,285.91,320.95,285.0,316.46,7.936,339965100.0,0.0,GOOGL
2005-08-31,288.48,299.72,273.35,286.0,7.1721,285656800.0,0.0,GOOGL
2005-07-29,295.04,317.8,286.99,287.76,7.2163,409487200.0,0.0,GOOGL
2005-06-30,283.2,309.25,267.43,294.15,7.3765,777224400.0,0.0,GOOGL
2005-05-31,222.05,278.4,220.21,277.27,6.9532,507029100.0,0.0,GOOGL
2005-04-29,181.76,224.74,179.84,220.0,5.517,452927500.0,0.0,GOOGL
2005-03-31,189.29,189.85,172.57,180.51,4.5267,343553000.0,0.0,GOOGL
2005-02-28,194.38,216.8,181.0,187.99,4.7143,650567500.0,0.0,GOOGL
2005-01-31,197.4,205.3,176.29,195.62,4.9056,409918400.0,0.0,GOOGL
2004-12-31,181.77,199.88,168.47,192.79,4.8347,290392600.0,0.0,GOOGL
2004-11-30,193.5,201.6,161.31,181.98,4.5636,554632100.0,0.0,GOOGL
2004-10-29,130.8,199.95,128.9,190.64,4.7808,513620700.0,0.0,GOOGL
2004-09-30,102.7,135.02,98.94,129.6,3.25,212494700.0,0.0,GOOGL
2024-05-31,169.58,193.0,169.11,192.25,192.25,1336570142.0,0.25,AAPL
2024-04-30,171.19,178.36,164.075,170.33,170.0977,1240410671.0,0.0,AAPL
2024-03-28,179.55,180.53,168.49,171.48,171.2461,1430780147.0,0.0,AAPL
2024-02-29,183.985,191.05,179.25,180.75,180.5035,1161711745.0,0.24,AAPL
2024-01-31,187.15,196.38,180.17,184.4,183.9148,1187139861.0,0.0,AAPL
2023-12-29,190.33,199.62,187.4511,192.53,192.0234,1062317718.0,0.0,AAPL
2023-11-30,171.0,192.93,170.12,189.95,189.4502,1099760711.0,0.24,AAPL
2023-10-31,171.22,182.34,165.67,170.77,170.1016,1172845791.0,0.0,AAPL
2023-09-29,189.485,189.98,167.62,171.21,170.5399,1337873796.0,0.0,AAPL
2023-08-31,196.235,196.73,171.96,187.87,187.1347,1323817340.0,0.24,AAPL
2023-07-31,193.78,198.23,186.6,196.45,195.4173,996368613.0,0.0,AAPL
2023-06-30,177.7,194.48,176.9306,193.97,192.9504,1297863403.0,0.0,AAPL
2023-05-31,169.28,179.35,164.31,177.25,176.3182,1275052503.0,0.24,AAPL
2023-04-28,164.27,169.85,159.78,169.68,168.5536,967580718.0,0.0,AAPL
2023-03-31,146.83,165.0,143.9,164.9,163.8054,1520461315.0,0.0,AAPL
2023-02-28,143.97,157.38,141.32,147.41,146.4315,1307294493.0,0.23,AAPL
2023-01-31,130.28,147.23,124.17,144.29,143.1142,1443652725.0,0.0,AAPL
2022-12-30,148.21,150.9199,125.87,129.93,128.8712,1675731304.0,0.0,AAPL
2022-11-30,155.08,155.45,134.38,148.03,146.8237,1724948219.0,0.23,AAPL
2022-10-31,138.21,157.5,134.37,153.34,151.8381,1868381344.0,0.0,AAPL
2022-09-30,156.64,164.26,138.0,138.2,136.8464,2083968147.0,0.0,AAPL
2022-08-31,161.01,176.15,157.14,157.22,155.6801,1509735435.0,0.23,AAPL
2022-07-29,136.04,163.63,135.66,162.51,160.6947,1447364668.0,0.0,AAPL
2022-06-30,149.9,151.74,129.04,136.72,135.1928,1749297959.0,0.0,AAPL
2022-05-31,156.71,166.48,132.61,148.84,147.1774,2400305601.0,0.23,AAPL
2022-04-29,174.03,178.49,155.38,157.65,155.6614,1683547838.0,0.0,AAPL
2022-03-31,164.695,179.61,150.1,174.61,172.4075,2171827429.0,0.0,AAPL
2022-02-28,174.01,176.65,152.0,165.12,163.0372,1628570227.0,0.22,AAPL
2022-01-31,177.83,182.94,154.7,174.78,172.3554,2106513962.0,0.0,AAPL
2021-12-31,167.48,182.13,157.8,177.57,175.1067,2443227128.0,0.0,AAPL
2021-11-30,148.985,165.7,147.48,165.3,163.0069,1688864233.0,0.22,AAPL
2021-10-29,141.9,153.165,138.27,149.8,147.5074,1565079040.0,0.0,AAPL
2021-09-30,152.83,157.26,141.27,141.5,139.3344,1797948421.0,0.0,AAPL
2021-08-31,146.36,153.49,144.5,151.83,149.5063,1462773381.0,0.22,AAPL
2021-07-30,136.6,150.0,135.76,145.86,143.4118,1916751489.0,0.0,AAPL
2021-06-30,125.08,137.41,123.13,136.96,134.6612,1606114354.0,0.0,AAPL
2021-05-28,132.04,134.07,122.25,124.61,122.5185,1711935110.0,0.22,AAPL
2021-04-30,123.66,137.07,122.49,131.46,129.0355,1889956694.0,0.0,AAPL
2021-03-31,123.75,128.72,116.21,122.15,119.8972,2650845211.0,0.0,AAPL
2021-02-26,133.75,137.877,118.39,121.26,119.0236,1825486961.0,0.205,AAPL
2021-01-29,133.52,145.09,126.382,131.96,129.3324,2239366098.0,0.0,AAPL
2020-12-31,121.01,138.789,120.01,132.69,130.0478,2319687808.0,0.0,AAPL
2020-11-30,109.11,121.99,107.32,119.05,116.6795,2122724412.0,0.205,AAPL
2020-10-30,117.64,125.39,107.72,108.86,106.5084,2895317580.0,0.0,AAPL
2020-09-30,132.76,137.98,103.1,115.81,113.3083,3886793083.0,0.0,AAPL
2020-08-31,432.8,515.14,126.0,129.04,126.2525,1184207050.0,0.82,AAPL
2020-07-31,365.12,425.66,356.58,425.04,103.7731,755162226.0,0.0,AAPL
2020-06-30,317.75,372.38,317.21,364.8,89.0656,810900890.0,0.0,AAPL
2020-05-29,286.25,324.24,285.85,317.94,77.6247,701660022.0,0.82,AAPL
2020-04-30,246.5,294.53,236.9,293.8,71.5418,816530808.0,0.0,AAPL
2020-03-31,282.28,304.0,212.61,254.29,61.9209,1570331732.0,0.0,AAPL
2020-02-28,304.3,327.22,256.37,273.36,66.5646,755223231.0,0.77,AAPL
2020-01-31,296.24,327.85,292.75,309.51,75.1864,734044103.0,0.0,AAPL
2019-12-31,267.27,293.97,256.29,293.65,71.3337,598871365.0,0.0,AAPL
2019-11-29,249.54,268.0,249.16,267.25,64.9206,448922253.0,0.77,AAPL
2019-10-31,225.07,249.75,215.13,248.76,60.2501,621478768.0,0.0,AAPL
2019-09-30,206.43,226.42,204.22,223.97,54.2459,547408488.0,0.0,AAPL
2019-08-30,213.9,218.03,192.58,208.74,50.5572,683515746.0,0.77,AAPL
2019-07-31,203.17,221.37,198.41,213.04,51.4018,473957094.0,0.0,AAPL
2019-06-28,175.6,201.57,170.27,197.92,47.7536,515218768.0,0.0,AAPL
2019-05-31,209.88,215.31,174.99,175.07,42.2405,739456573.0,0.77,AAPL
2019-04-30,191.64,208.48,188.38,200.67,48.2288,506117812.0,0.0,AAPL
2019-03-29,174.28,197.69,169.5,189.95,45.6524,650981384.0,0.0,AAPL
2019-02-28,166.96,175.87,165.93,173.15,41.6147,472540723.0,0.73,AAPL
2019-01-31,154.89,169.0,142.0,166.44,39.8314,828099179.0,0.0,AAPL
2018-12-31,184.46,184.94,146.59,157.74,37.7494,898917007.0,0.0,AAPL
2018-11-30,219.05,222.36,170.26,178.58,42.7367,961321947.0,0.73,AAPL
2018-10-31,227.95,233.47,206.09,218.86,52.1935,789748068.0,0.0,AAPL
2018-09-28,228.41,229.67,215.3,225.74,53.8342,678972040.0,0.0,AAPL
2018-08-31,199.13,228.87,197.31,227.63,54.2849,700318837.0,0.73,AAPL
2018-07-31,183.82,195.96,183.42,190.29,45.2211,393843881.0,0.0,AAPL
2018-06-29,187.99,194.2,180.73,185.11,43.9901,527624365.0,0.0,AAPL
2018-05-31,166.41,190.37,165.27,186.87,44.4083,620976206.0,0.73,AAPL
2018-04-30,166.64,178.94,160.63,165.26,39.1214,666360147.0,0.0,AAPL
2018-03-29,178.54,183.5,164.94,167.78,39.718,701387082.0,0.0,AAPL
